rank,name,country,profits,headquarters,revenue,marketvalue,assets,ceo,industry,state
1964,NH Foods,Japan,335.2,Japan,11448,4393,7100,Noboru Takezoe,Food Processing,
1830,NH Investment & Securities,South Korea,309.7,South Korea,1303,4650,41000,Young-Chae Jeong,Investment Services,
1874,NKT,Denmark,1048.2,Denmark,1669,801,2441,Michael Lyng,,
318,NN Group,Netherlands,2321.3,Netherlands,19870,15289,271599,Eilard Friese,Life & Health Insurance,
1146,NRG Energy,United States,-1696,New Jersey,10609,10993,23752,Mauricio Gutierrez,Electric Utilities,New Jersey
1485,NSK,Japan,625.4,Japan,9206,7017,10271,Norio Otsuka,Other Industrial Equipment,
512,NTPC,India,1598.6,India,11986,20530,39830,Gurdeep Singh,Electric Utilities,
572,NVIDIA,United States,3783,California,10984,154509,11460,Jen-Hsun Huang,Semiconductors,California
1393,NVR,United States,600.6,Virginia,6443,11063,2846,Paul Saville,Construction Services,Virginia
649,NXP Semiconductors,Netherlands,968,Netherlands,9314,34024,24127,Richard Clemmer,Semiconductors,
617,Nan Ya Plastics,Taiwan,1904.8,Taiwan,10529,22653,19653,Ming Tsou,Diversified Chemicals,
1990,Nanjing Iron & Steel,China,552.2,China,5906,3153,6440,Yi Huang,Iron & Steel,
1735,Nanto Bank,Japan,120,Japan,655,878,51782,Yasuo Ueno,Regional Banks,
1412,Nanya Technology,Taiwan,1475.1,Taiwan,2050,9647,5438,Pei Lee,Semiconductors,
531,Naspers,South Africa,3483.2,South Africa,6248,112824,24071,Robert Dijk,Broadcasting & Cable,
125,National Australia Bank,Australia,4116.7,Australia,25578,58172,610632,Andrew Thorburn,Major Banks,
529,National Bank of Canada,Canada,1540,Canada,7238,16815,204642,Louis Vachon,Regional Banks,
1616,National Bank of Greece,Greece,-225.6,Greece,2434,3402,77773,Paul Mylonas,Regional Banks,
809,National Bank of Kuwait,Kuwait,1043.8,Kuwait,3762,14983,89396,Isam Al-Sager,Regional Banks,
455,National Commercial Bank,Saudi Arabia,2689.5,Saudi Arabia,5951,35349,116668,Saeed Mohammed,Regional Banks,
249,National Grid,United Kingdom,3351.7,United Kingdom,18388,38489,77286,John Pettigrew,Electric Utilities,
1209,National Oilwell Varco,United States,-183,Texas,7354,15529,20010,Clay Williams,Oil Services & Equipment,Texas
347,Natixis,France,1776,France,10696,26002,624400,Laurent Mignon,Major Banks,
1316,Naver,South Korea,659,South Korea,4415,22137,7491,Seong-Sook Han,Computer Services,
1409,Navient,United States,330,Delaware,5403,3564,113209,Jack Remondi,Regional Banks,Delaware
784,Neste Oil,Finland,1235.2,Finland,16096,20583,9889,Matti Lievonen,Oil & Gas Operations,
48,Nestle,Switzerland,7297.9,Switzerland,91227,237278,133792,Ulf Schneider,Food Processing,
1578,NetApp,United States,-5,California,5751,19363,9787,George Kurian,Computer Storage Devices,California
823,NetEase,China,1575.9,China,8009,35157,10908,Lei Ding,Computer Services,
602,Netflix,United States,670.8,California,12757,141910,20153,Reed Hastings Jr.,Internet & Catalog Retail,California
402,New China Life Insurance,China,937,China,22089,20391,114442,Feng Wan,Life & Health Insurance,
1324,New Residential Investment,United States,1440.4,New York,2340,6044,22012,Michael Nierenberg,Investment Services,New York
585,New World Development,Hong Kong,1874.8,Hong Kong,7635,14953,59885,Han-Woo Park,Real Estate,
1472,New York Community,United States,465.2,New York,1815,5728,49655,Joseph Ficalora,Thrifts & Mortgage Finance,New York
544,Newell Brands,United States,2163.6,New Jersey,14493,13142,33469,Michael Polk,Household/Personal Care,New Jersey
1099,Newmont Mining,United States,48,Colorado,7506,21548,20483,Gary Goldberg,Diversified Metals & Mining,Colorado
1642,News Corp,United States,-1572,New York,8385,8846,13372,Robert Thomson,Broadcasting & Cable,New York
1435,Next,United Kingdom,769.3,United Kingdom,5272,10625,3643,Simon Wolfson,Department Stores,
182,NextEra Energy,United States,8223,Florida,16372,75779,94284,James Robo,Electric Utilities,Florida
1825,NiSource,United States,193.3,Indiana,5027,8420,20098,Joseph Hamrock,Natural Gas Utilities,Indiana
591,Nidec,Japan,1188.9,Japan,13426,46921,16631,Shigenobu Nagamori,Electrical Equipment,
1329,Nielsen,United States,430,New York,6656,10747,16923,Dwight Barns,Printing & Publishing,New York
344,Nike,United States,1804,Oregon,35261,110288,22552,Mark Parker,Apparel/Accessories,Oregon
1373,Nine Dragons Paper Holdings,Hong Kong,1011.6,Hong Kong,6814,7884,10858,Ming Chung Liu,Paper & Paper Products,
660,Nintendo,Japan,1259,Japan,9525,59796,15362,Tatsumi Kimishima,Recreational Products,
1416,Nippon Express,Japan,59,Japan,18003,7277,14274,Kenji Watanabe,Trucking,
1795,Nippon Paint,Japan,331.1,Japan,5398,14397,8172,Goh Jin,Diversified Chemicals,
1915,Nippon Paper Industries,Japan,199.5,Japan,9349,2223,13112,Yoshio Haga,Paper & Paper Products,
304,Nippon Steel & Sumitomo Metal,Japan,1760,Japan,51146,19940,71391,Shoji Muneoka,Iron & Steel,
1697,Nippon Steel Trading,Japan,196,Japan,18608,1911,7336,Ichiro Miyasaka,Diversified Metals & Mining,
46,Nippon Telegraph & Tel,Japan,7740.7,Japan,104808,96119,191106,Pedro Salles,Telecommunications services,
1337,Nippon Yusen,Japan,182,Japan,19698,3790,19483,Yasumi Kudo,Other Transportation,
1571,Nishi-nippon Financial Holdings,Japan,193.7,Japan,1244,1938,93669,Isao Kubota,Regional Banks,
97,Nissan Motor,Japan,7379.3,Japan,106866,39720,173683,Hiroto Saikawa,Auto & Truck Manufacturers,
1310,Nitori Holdings,Japan,576.4,Japan,5135,19044,5159,Akio Nitori,Specialty Stores,
1147,Nitto Denko,Japan,788.4,Japan,7726,12346,8818,Hideo Takasaki,Diversified Chemicals,
1416,Noble Energy,United States,-600,Texas,4239,16888,22448,David Stover,Oil & Gas Operations,Texas
1600,Noble Group,Hong Kong,-4927.6,Hong Kong,25914,77,4811,William Randall,Conglomerates,
632,Nokia,Finland,-1395.3,Finland,26521,35678,48288,Rajeev Suri,Communications Equipment,
307,Nomura,Japan,1979.1,Japan,17795,18966,381677,Koji Nagai,Investment Services,
1704,Nomura Research Institute,Japan,497.6,Japan,4254,12477,6137,Tadashi Shimamoto,Computer Services,
199,Nordea Bank,Sweden,3508,Sweden,15196,43020,713544,Casper von Koskull,Major Banks,
1370,Nordstrom,United States,438,Washington,15478,8188,8115,Philip Satre,Apparel/Footwear Retail,Washington
377,Norfolk Southern,United States,5519,Virginia,10693,43059,36162,James Squires,Railroads,Virginia
660,Norilsk Nickel,Russia,2130.8,Russia,9150,27523,16635,Vladimir Potanin,Diversified Metals & Mining,
733,Norsk Hydro,Norway,1122.2,Norway,15540,12379,20224,Svein Brandtzæg,Aluminum,
1586,North Pacific Bank,Japan,123.5,Japan,1227,1459,89332,Junji Ishii,Regional Banks,
562,Northern Trust,United States,1285,Illinois,5940,24506,129672,Michael O'Grady,Regional Banks,Illinois
305,Northrop Grumman,United States,2114,Virginia,26271,56727,34795,Wesley Bush,Aerospace & Defense,Virginia
1186,Norwegian Cruise Line Holdings,United States,801.1,Florida,5539,11562,14485,Frank Del,Hotels & Motels,Florida
63,Novartis,Switzerland,8060,Switzerland,50261,202983,135526,Vasant Narasimhan,Pharmaceuticals,
551,Novatek,Russia,2219.7,Russia,10490,37876,18922,Leonid Mikhelson,Oil & Gas Operations,
408,Novo Nordisk,Denmark,6081.5,Denmark,17302,116890,15436,Lars Jørgensen,Pharmaceuticals,
861,Novolipetsk Steel,Russia,1625.1,Russia,10701,15339,11230,Grigory Fedorishin,Iron & Steel,
1612,Novozymes,Denmark,495.3,Denmark,2247,14438,3058,Peder Nielsen,Biotechs,
615,Nucor,United States,1311.4,North Carolina,21006,20078,16121,John Ferriola,Iron & Steel,North Carolina
1769,Nuernberger Beteiligungs,Germany,105,Germany,4913,965,37136,Armin Zitzmann,Diversified Insurance,
884,Nutrien,Canada,642,Canada,181,31008,34940,Charles Magro,Diversified Chemicals,
888,O'Reilly Automotive,United States,1173.8,Missouri,9104,22085,7667,Gregory Henslee,Specialty Stores,Missouri
1293,OMRON,Japan,569.9,Japan,7759,11726,7005,Yoshihito Yamada,Electronics,
752,OMV Group,Austria,149.6,Austria,22999,21456,39805,Rainer Seele,Oil & Gas Operations,
1406,ON Semiconductor Corp.,United States,872.1,Arizona,5484,10001,7263,Keith Jackson,Semiconductors,Arizona
1812,ONO Pharmaceutical,Japan,453.7,Japan,2362,12090,5728,Toshiharu Korekane,Pharmaceuticals,
952,OTP Bank,Hungary,1025.4,Hungary,3951,10875,51059,Sándor Csányi,Regional Banks,
885,Obayashi,Japan,889.1,Japan,17036,8230,19394,Takeo Obayashi,Construction Services,
353,Occidental Petroleum,United States,1894,Texas,13297,65067,42808,Vicki Hollub,Oil & Gas Operations,Texas
1464,Oceanwide Holdings,China,599.8,China,2333,5890,31573,Bing Liu,Construction Services,
1731,Ogaki Kyoritsu Bank,Japan,67,Japan,718,1079,51881,Takashi Tsuchiya,Regional Banks,
1718,Oi,Brazil,-1994,Brazil,7452,885,20692,Eurico Teles Neto,Telecommunications services,
266,Oil & Natural Gas,India,3056.8,India,18730,35720,65546,Shashi Shanker,Oil & Gas Operations,
1421,Oji Holdings,Japan,327.6,Japan,13407,6932,18505,Susumu Yajima,Paper & Paper Products,
1326,Olam International,Singapore,379.7,Singapore,19031,5462,16686,Sunny Verghese,Food Processing,
1712,Old Dominion Freight Line,United States,507.3,North Carolina,3529,12091,3144,Greg Gantt,Trucking,North Carolina
445,Old Mutual,United Kingdom,1139.7,United Kingdom,13280,16977,219147,Bruce Hemphill,Investment Services,
1599,Old Republic International,United States,451.3,Illinois,6300,6270,18999,Aldo Zucaro,Property & Casualty Insurance,Illinois
1878,Olin,United States,557,Missouri,6412,5510,9160,John Fischer,Diversified Metals & Mining,Missouri
1357,Olympus,Japan,514.9,Japan,7096,12563,9202,Hiroyuki Sasa,Consumer Electronics,
624,Omnicom Group,United States,1109.6,New York,15316,17065,23513,John Wren,Advertising,New York
815,Oneok,United States,565,Oklahoma,12678,27057,16432,Terry Spencer,Oil Services & Equipment,Oklahoma
1006,Onex,Canada,-973,Canada,25348,7220,44679,Gerald Schwartz,Investment Services,
1248,Ooredoo Telecom,Qatar,512.8,Qatar,8907,6037,24220,Saud Faleh Al-Thani,Telecommunications services,
107,Oracle,United States,3650,California,39471,191134,138201,"Safra A. Catz, Mark Hurd",Software & Programming,California
192,Orange,France,1816,France,46354,48252,115707,Stéphane Richard,Telecommunications services,
1745,Orient,Japan,252.8,Japan,2027,2512,51484,Masayuki Saito,Consumer Financial Services,
1179,Orient Securities,China,472,China,1357,12182,35776,Xin Pan,Investment Services,
1880,Oriental Bank of Commerce,India,-835.4,India,3150,777,36987,Mukesh Jain,Regional Banks,
1190,Oriental Land,Japan,732.6,Japan,4324,34183,8609,Toshio Kagami,Hotels & Motels,
1116,Origin Energy,Australia,-756.6,Australia,11364,13074,19868,Frank Calabria,Electric Utilities,
254,Orix,Japan,2825.3,Japan,25830,23102,107438,Makoto Inoue,Consumer Financial Services,
1868,Orkla,Norway,481.5,Norway,4950,9437,6687,Peter Ruzicka,Conglomerates,
537,Orsted,Denmark,2848.6,Denmark,9734,26998,24376,Henrik Poulsen,Oil & Gas Operations,
1302,Osaka Gas,Japan,340.4,Japan,11695,9049,17915,Zheng Zhang,Natural Gas Utilities,
630,Otsuka Holding,Japan,1030.4,Japan,11318,26038,22786,Tatsuo Higuchi,Pharmaceuticals,
284,Oversea-Chinese Banking,Singapore,3159,Singapore,10078,41166,351232,Samuel Tsien,Regional Banks,
1381,PBF Energy,United States,476,New Jersey,22835,4635,8282,Thomas Nimbley,Oil & Gas Operations,New Jersey
389,PG&E,United States,1526,California,16923,22372,68154,Geisha Williams,Electric Utilities,California
1360,PGE Polska Grupa Energetyczna,Poland,704.7,Poland,6120,5584,20751,Henryk Baranowski,Electric Utilities,
713,PKN Orlen,Poland,1599,Poland,26497,10366,17544,Daniel Obajtek,Oil & Gas Operations,
845,PKO Bank Polski,Poland,822.4,Poland,4229,14856,85447,Axel Dumas,Regional Banks,
134,PNC Financial Services,United States,5488,Pennsylvania,18475,70880,379161,William Demchak,Major Banks,Pennsylvania
592,PPG,United States,1647,Pennsylvania,15050,25040,16538,Michael McGarry,Diversified Chemicals,Pennsylvania
639,PPL,United States,1175,Pennsylvania,7622,19448,42388,William Spence,Electric Utilities,Pennsylvania
819,PTT Global Chemical,Thailand,1164.8,Thailand,13562,13413,14281,Supattanapong Punmeechaow,Diversified Chemicals,
156,PTT PCL,Thailand,3934.7,Thailand,58813,50893,68497,Tevin Vongvanich,Oil & Gas Operations,
1207,PVH,United States,537.8,New York,8915,11805,11886,Emanuel Chirico,Apparel/Accessories,New York
1887,PacWest Bancorp,United States,393.1,California,1215,6755,24149,Matthew Wagner,Regional Banks,California
483,Paccar,United States,1877,Washington,20852,22442,23782,Ronald Armstrong,Heavy Equipment,Washington
1333,Packaging Corp of America,United States,685.8,Illinois,6599,11003,6140,Mark Kowlzan,Forest Products,Illinois
1870,Palo Alto Networks,United States,-198,California,1989,18582,3628,Mark McLaughlin,Communications Equipment,California
231,Panasonic,Japan,2129.7,Japan,72020,34929,59155,In-Hwan Oh,Consumer Electronics,
1448,Pandora,Denmark,874.6,Denmark,3454,11900,2780,Anders Friis,Household/Personal Care,
709,Parker-Hannifin,United States,1000.8,Ohio,13981,23284,16237,Thomas Williams,Other Industrial Equipment,Ohio
1300,Partners Group Holding,Switzerland,764.4,Switzerland,1416,19854,3009,Hyun-Man Choi,Investment Services,
337,PayPal,United States,1922,California,13807,94041,42322,Daniel Schulman,Consumer Financial Services,California
1200,Paychex,United States,900.5,New York,3308,22756,6843,Martin Mucci,Business & Personal Services,New York
1608,Pearson,United Kingdom,522.9,United Kingdom,5812,9748,10670,John Fallon,Printing & Publishing,
1093,Pegatron,Taiwan,482.6,Taiwan,39241,5885,16407,Syh-Jang Liao,Electronics,
1053,Pembina Pipeline,Canada,783.8,Canada,4488,17432,20119,Mick Dilger,Oil & Gas Operations,
1242,Penske Automotive,United States,638.8,Michigan,22053,4002,10843,Roger Penske,Specialty Stores,Michigan
227,People's Insurance,China,2378.3,China,69954,20213,147374,Fan Lin,Property & Casualty Insurance,
1669,People's United Bank,United States,373.8,Connecticut,1718,6476,44100,John Barnes,Thrifts & Mortgage Finance,Connecticut
102,PepsiCo,United States,4882,New York,64038,138141,81887,Indra Nooyi,Beverages,New York
1727,Performance Food Group,United States,174.7,Virginia,17454,3623,3965,George Holm,Food Retail,Virginia
458,Pernod Ricard,France,1834,France,10186,43629,35780,Alexandre Ricard,Beverages,
1410,Persimmon,United Kingdom,1013.4,United Kingdom,4407,11792,6435,Jeff Fairburn,Construction Services,
1554,Petro Rabigh,Saudi Arabia,379.4,Saudi Arabia,9963,5905,16445,Nasser Al-Mahasher,Diversified Chemicals,
30,PetroChina,China,4138,China,282393,220199,381121,Yi Wang,Oil & Gas Operations,
243,Petrobras,Brazil,642,Brazil,90047,92612,247970,Pedro Parente,Oil & Gas Operations,
1268,Petronas Chemicals,Malaysia,971.5,Malaysia,4049,17051,8944,Sazali bin Hamzah,Specialized Chemicals,
259,Peugeot,France,2175.8,France,73553,21430,69793,Carlos Tavares,Auto & Truck Manufacturers,
44,Pfizer,United States,21748,New York,52673,207660,164612,Ian Read,Pharmaceuticals,New York
1026,Pgnig Group,Poland,799.9,Poland,10366,10329,13872,Piotr Wozniak,Oil & Gas Operations,
193,Philip Morris International,United States,5985,New York,29570,126223,43070,André Calantzopoulos,Tobacco,New York
383,Philips,Netherlands,1811.3,Netherlands,20669,39073,30398,François van Houten,Conglomerates,
150,Phillips 66,United States,5090,Texas,92686,54857,52132,Greg Garland,Oil & Gas Operations,Texas
1229,Phoenix Group Holdings,United Kingdom,-34.8,United Kingdom,7786,4240,100155,Clive Bannister,Life & Health Insurance,
10,Ping An Insurance Group,China,13888.4,China,141623,181411,1066373,Ming Ma,Diversified Insurance,
1679,Pinnacle West,United States,468.4,Arizona,3582,8744,17148,Donald Brandt,Electric Utilities,Arizona
788,Pioneer Natural Resources,United States,1045,Texas,6964,34455,17323,Timothy Dove,Oil & Gas Operations,Texas
1606,Piraeus Bank,Greece,-226,Greece,3280,1691,80954,Christos Megalou,Regional Banks,
269,Poly Real Estate,China,2358.5,China,20460,25647,120983,Ping Liu,Real Estate,
1552,Polyus,Russia,1237,Russia,2720,8272,6450,Pavel Grachev,Diversified Metals & Mining,
1791,Popular,Puerto Rico,106.1,Puerto Rico,2215,4711,45757,Ignacio Alvarez,Regional Banks,
675,Porsche Automobil Holding,Germany,3758.3,Germany,38,25663,38061,Hans Pötsch,Auto & Truck Manufacturers,
228,Posco,South Korea,2617.9,South Korea,55300,26782,75638,Jeong-Woo Choi,Iron & Steel,
56,Postal Savings Bank Of China,China,7633.6,China,56103,55330,1466597,Yue Chen,Major Banks,
450,Poste Italiane,Italy,777.1,Italy,37719,12714,243366,Matteo del Fante,Life & Health Insurance,
1836,Pou Chen,Taiwan,424.7,Taiwan,9159,3723,10145,Chin Lu,Apparel/Accessories,
1137,Power Assets Holdings,Hong Kong,1067.5,Hong Kong,182,16137,13688,Chan-Jong Park,Electric Utilities,
1834,Power Finance,India,333.5,India,4117,3252,39954,Rajeev Sharma,Business & Personal Services,
904,Power Grid of India,India,1111.1,India,3833,16109,32410,Indu Jha,Electric Utilities,
553,Praxair,United States,1320,Connecticut,11708,45298,20592,Stephen Angel,Specialized Chemicals,Connecticut
1163,President Chain Store,Taiwan,1027.5,Taiwan,7572,10585,4670,Jui Chen,Food Retail,
351,Principal Financial Group,United States,2358.6,Iowa,13987,16905,253636,Daniel Houston,Life & Health Insurance,Iowa
55,Procter & Gamble,United States,10074,Ohio,66408,184496,124369,David Taylor,Household/Personal Care,Ohio
317,Progressive,United States,1885.9,Ohio,27986,36358,41331,Tricia Griffith,Property & Casualty Insurance,Ohio
744,Prologis,United States,1814.8,California,2683,34836,29671,Hamid Moghadam,Real Estate,California
1459,Proximus,Belgium,615.9,Belgium,6702,9337,10629,Dominique Leroy,Telecommunications services,
66,Prudential,United Kingdom,3076.6,United Kingdom,111476,67756,655094,Mike Wells,Life & Health Insurance,
73,Prudential Financial,United States,7763,New Jersey,61127,41950,829677,"John Robert Strangfeld, Jr.",Life & Health Insurance,New Jersey
646,Public Bank,Malaysia,1349.3,Malaysia,4726,23342,102948,Ah Tay,Regional Banks,
497,Public Service Enterprise Group,United States,2018,New Jersey,9132,25842,42790,Ralph Izzo,Electric Utilities,New Jersey
1020,Public Storage,United States,1438.1,California,2693,36867,10686,Ronald Havner,Real Estate,California
697,Publicis Groupe,France,972.3,France,10930,16784,28555,Arthur Sadoun,Advertising,
1422,PulteGroup,United States,520.7,Georgia,8942,8943,9706,Ryan Marshall,Construction Services,Georgia
1184,Punjab National Bank,India,177,India,8533,3637,112930,Sunil Mehta,Regional Banks,
983,QBE Insurance Group,Australia,-1218.3,Australia,12665,10459,44364,Pat Regan,Property & Casualty Insurance,
1126,Qantas Airways,Australia,723.6,Australia,12517,7650,14000,Alan Joyce,Airline,
1369,Qatar Islamic Bank,Qatar,609,Qatar,1259,6660,41681,Bassel Mohamed,Regional Banks,
237,Qatar National Bank,Qatar,3665.4,Qatar,13818,36355,228908,Ali Z. A. Al-Kuwari,Regional Banks,
565,Qingdao Haier,China,1081.4,China,24642,17278,24561,Hai Liang,Household Appliances,
560,Qualcomm,United States,-4556,California,22605,81885,64126,Steven Mollenkopf,Semiconductors,California
1020,Quanta Computer,Taiwan,472.2,Taiwan,33566,6878,20612,Tzu Liang,Computer Hardware,
1110,Quest Diagnostics,United States,782,New Jersey,7694,13921,10695,Stephen Rusckowski,Healthcare Services,New Jersey
