rank,name,country,profits,headquarters,revenue,marketvalue,assets,ceo,industry,state
524,China Taiping Insurance,Hong Kong,754.7,Hong Kong,25413,13049,83994,Bin Wang,Diversified Insurance,
174,China Telecom,China,2736.7,China,54198,38560,101535,Jie Yang,Telecommunications services,
534,China Unicom,Hong Kong,261.9,Hong Kong,40672,42488,88547,Xiao Wang,Telecommunications services,
133,China Vanke,China,4233.5,China,36600,43806,194585,Jiu Zhu,Real Estate,
420,China Yangtze Power,China,3377.6,China,7446,56020,47266,Ding Zhang,Electric Utilities,
538,China Zheshang Bank,China,1521.8,China,10658,10969,235988,Ren Shen,Regional Banks,
453,Chinatrust Financial,Taiwan,1223.5,Taiwan,14558,14359,179469,Wen Yen,Regional Banks,
1033,Chongqing Changan Auto,China,921,China,12014,7239,17033,Taek-Geun Jeong,Auto & Truck Manufacturers,
816,Chongqing Rural Bank,China,1371.3,China,6717,7096,142859,Jian Liu,Regional Banks,
1390,Chow Tai Fook Jewellery,Hong Kong,464.3,Hong Kong,7001,13351,7070,Siu Wong,Apparel/Accessories,
150,Christian Dior,France,2526.6,France,49252,76442,87373,Sidney Toledano,Apparel/Accessories,
130,Chubb,Switzerland,3850,Switzerland,32613,63428,168781,Evan Greenberg,Property & Casualty Insurance,
596,Chubu Electric Power,Japan,671,Japan,25744,12049,52000,Akihisa Mizuno,Electric Utilities,
1612,Chugoku Bank,Japan,191.8,Japan,1113,2256,79617,Masato Miyanaga,Regional Banks,
1327,Chugoku Electric Power,Japan,186.8,Japan,11864,4447,29896,Tomohide Karita,Electric Utilities,
782,Chunghwa Telecom,Taiwan,1267.5,Taiwan,7557,28414,16054,Yu Cheng,Telecommunications services,
1511,Church & Dwight,United States,769.7,New Jersey,3905,11614,5943,Matthew Farrell,Household/Personal Care,New Jersey
968,Cielo,Brazil,1262,Brazil,3599,13696,24975,Eduardo Gouveia,Business & Personal Services,
220,Cigna,United States,2554,Connecticut,42636,42263,63141,David Cordani,Managed Health Care,Connecticut
1903,Cimarex Energy,United States,540.7,Colorado,2038,9404,5260,Thomas Jorden,Oil & Gas Operations,Colorado
1045,Cincinnati Financial,United States,813,Ohio,5442,11799,21470,Steven Johnston,Diversified Insurance,Ohio
1143,Cintas,United States,659.9,Ohio,6337,19627,6929,Scott Farmer,Business & Personal Services,Ohio
444,Cisco Systems,United States,-1445,California,48096,221269,131510,Chuck Robbins,Communications Equipment,California
76,Citic Pacific,Hong Kong,5633.6,Hong Kong,57814,44397,962064,Zhen Chang,Iron & Steel,
492,Citic Securities,China,1786,China,6116,35781,104848,Ming Yang,Investment Services,
374,Citigroup,United States,-5838,New York,90469,185788,1922104,Michael Corbat,Major Banks,New York
513,Citizens Financial Group,United States,1720,Rhode Island,6777,20552,153453,Bruce van Saun,Regional Banks,Rhode Island
1171,Clorox,United States,807,California,6080,15611,5444,Benno Dorer,Household/Personal Care,California
693,Cnpc Capital,China,1106.8,China,4966,18789,130779,Shang Jiang,Heavy Equipment,
645,Coal India,India,1296.3,India,12612,24957,17779,Suresh Kumar,Diversified Metals & Mining,
209,Coca-Cola,United States,1434,Georgia,33682,179317,93282,James Quincey,Beverages,Georgia
726,Coca-Cola European Partners,United Kingdom,765.9,United Kingdom,12902,18777,22361,Damian Gammell,Beverages,
1376,Coca-Cola HBC,Switzerland,481.7,Switzerland,7363,12565,8028,Zoran Bogdanovic,Beverages,
1852,Coca-Cola West,Japan,233.1,Japan,8908,8273,8358,Hisashi Kubo,Beverages,
573,Cognizant,United States,1467,New Jersey,15176,44868,15045,Francisco D'Souza,Computer Services,New Jersey
549,Colgate-Palmolive,United States,2088,New York,15694,54703,13144,Ian Cook,Household/Personal Care,New York
1385,Coloplast,Denmark,593.3,Denmark,2494,20216,2104,Lars Rasmussen,Medical Equipment & Supplies,
1566,Colruyt,Belgium,407.6,Belgium,10258,8198,5014,Jef Colruyt,Food Retail,
34,Comcast,United States,23266,Pennsylvania,86854,146792,190876,Brian Roberts,Broadcasting & Cable,Pennsylvania
836,Comerica,United States,817,Texas,3321,16832,72335,Ralph Babb,Major Banks,Texas
1714,Commercial Bank For Investment & Development Of Vietnam,Vietnam,310.5,Vietnam,4243,5105,53791,Tu Phan,Regional Banks,
1838,Commercial Bank of Qatar,Qatar,185.8,Qatar,1832,4022,40183,Joseph Abraham,Regional Banks,
690,Commerzbank,Germany,160.2,Germany,16153,16146,547945,Martin Zielke,Regional Banks,
71,Commonwealth Bank,Australia,7618.4,Australia,33038,93505,752374,Matthew Comyn,Major Banks,
1469,Community Health Systems,United States,-2284,Tennessee,14558,507,17311,Wayne Smith,Healthcare Services,Tennessee
1500,Compal Electronics,Taiwan,189,Taiwan,29177,2966,12210,Jui-Tsung Chen,Computer Hardware,
1616,Companhia Brasileira de Distribuicao,Brazil,234.3,Brazil,14115,5983,13665,Peter Lourenço,Food Retail,
517,Compass Group,United Kingdom,1513.3,United Kingdom,29780,32365,15996,Dominic Blakemore,Restaurants,
1057,Conagra Brands,United States,890.1,Nebraska,7834,14895,10463,Sean Connolly,Food Processing,Nebraska
1031,Concho Resources,United States,1132,Texas,2921,22763,14381,Tim Leach,Oil & Gas Operations,Texas
1102,Concordia Financial Group,Japan,599.2,Japan,2898,7252,175464,,Regional Banks,
530,ConocoPhillips,United States,-553,Texas,30274,81250,70727,Ryan Lance,Oil & Gas Operations,Texas
465,Consolidated Edison,United States,1565,New York,12170,23873,48900,John McAvoy,Electric Utilities,New York
593,Constellation Brands,United States,2318.9,New York,7586,41635,20539,Robert Sands,Beverages,New York
1980,Constellation Software,Canada,263.3,Canada,2639,16092,2605,Mark Leonard,,
204,Continental,Germany,3473.8,Germany,51445,53200,47774,Elmar Degenhart,Auto & Truck Parts,
1038,Continental Resources,United States,1022.9,Oklahoma,3521,25431,14378,Harold Hamm,Oil & Gas Operations,Oklahoma
1764,Core-Mark Holding,United States,30.1,California,15989,880,1670,Thomas Perkins,Trading Companies,California
940,Corning,United States,-1172,New York,10241,23250,26834,Wendell Weeks,Communications Equipment,New York
1862,Corporation Bank,India,84.4,India,3366,714,38257,Jai Garg,Regional Banks,
1183,Cosco Shipping,China,380,China,13903,8048,20560,Oh-Gap Kwon,Other Transportation,
1065,Cosmo Energy Holdings,Japan,657,Japan,22765,2914,15899,Hiroshi Kiriyama,Oil & Gas Operations,
189,Costco Wholesale,United States,2960,Washington,135964,85903,38703,Walter Jelinek,Discount Stores,Washington
1196,Coty,United States,-292.3,New York,9339,10723,23765,Camillo Pane,Household/Personal Care,New York
448,Couche Tard,Canada,1535,Canada,47213,23649,22942,Brian Hannasch,Food Retail,
143,Country Garden Holdings,China,3889.6,China,33789,45197,161190,Tzar Li,Real Estate,
625,Covestro,Germany,2553.4,Germany,16747,18441,13851,Patrick Thomas,Specialized Chemicals,
716,Credicorp,Peru,1305.5,Peru,5451,18040,52850,Walter Llona,Regional Banks,
148,Credit Agricole,France,3604,France,21051,43920,1861580,Won-Hui Lee,Regional Banks,
1849,Credit Bank of Moscow,Russia,354.9,Russia,2548,2102,32797,Vladimir Chubar,Regional Banks,
482,Credit Suisse Group,Switzerland,-915.9,Switzerland,32741,43717,844888,Tidjane Thiam,Major Banks,
1758,Credito Emiliano,Italy,210.4,Italy,2119,2879,49935,Angelo Campani,Regional Banks,
960,Crown Castle International,United States,439.4,Texas,4639,42980,32250,Jay Brown,Telecommunications services,Texas
1956,Crown Holdings,United States,306,Pennsylvania,9007,6001,13079,Timothy Donahue,Containers & Packaging,Pennsylvania
1681,Crown Resorts,Australia,1338,Australia,2543,6956,6465,John Alexander,Casinos & Gaming,
1467,Csc Financial,China,595.2,China,2389,6111,31616,Ge Li,Investment Services,
1278,Ctrip.com International,China,320,China,3967,23309,24885,Jane Sun,Business & Personal Services,
1636,Cullen/Frost Bankers,United States,383.4,Texas,1264,7583,31459,Phillip Green,Regional Banks,Texas
604,Cummins,United States,928,Indiana,21409,24098,18392,Tom Linebarger,Heavy Equipment,Indiana
1689,Cybg,United Kingdom,193.8,United Kingdom,1599,3817,58001,David Duffy,Regional Banks,
228,DBS Group,Singapore,3418.2,Singapore,11810,56580,404108,Piyush Gupta,Regional Banks,
1487,DCC,Ireland,265.5,Ireland,16623,8815,7734,Donal Murphy,Conglomerates,
1725,DGB Financial Group,South Korea,267.3,South Korea,2567,1787,52995,In-Gyoo Park,Regional Banks,
546,DISH Network,United States,2090.5,Colorado,14170,14666,30155,W. Carlson,Broadcasting & Cable,Colorado
332,DNB,Norway,2709,Norway,9027,31661,340472,Rune Bjerke,Major Banks,
915,DP World,United Arab Emirates,1176.7,United Arab Emirates,4729,18268,23158,Sultan Sultan bin Sulayem,Other Transportation,
786,DR Horton,United States,1142.5,Texas,15063,16557,13218,David Auld,Construction Services,Texas
703,DSM,Netherlands,2280,Netherlands,10410,17831,16269,Feike Sijbesma,Healthcare Services,
1571,DSME,South Korea,554.3,South Korea,9820,2596,10692,Sung-Leep Jung,Heavy Equipment,
1113,DSV,Denmark,484.2,Denmark,11787,14934,6356,Jens Andersen,Trucking,
579,DTE Energy,United States,1093,Michigan,12971,18593,33841,Gerard Anderson,Electric Utilities,Michigan
464,DXC Technology,United States,1043,Virginia,20151,29883,33582,Mike Lawrie,Business & Personal Services,Virginia
1045,DaVita,United States,394.6,Colorado,13431,11581,18942,Kent Thiry,Healthcare Services,Colorado
1437,Daelim Industrial,South Korea,532,South Korea,11392,2705,12519,Young-Guk Kang,Construction Services,
1538,Dai Nippon Printing,Japan,248.1,Japan,12742,6490,17024,Yoshitoshi Kitajima,Printing & Publishing,
194,Dai-ichi Life Insurance,Japan,2202.7,Japan,57629,22835,481971,Koichiro Watanabe,Life & Health Insurance,
898,Daiichi Sankyo,Japan,543.9,Japan,8663,23195,17844,Joji Nakayama,Pharmaceuticals,
447,Daikin Industries,Japan,1705.7,Japan,20667,36015,23413,Masanori Togawa,Construction Materials,
29,Daimler,Germany,11793.6,Germany,193217,85678,323196,Dieter Zetsche,Auto & Truck Manufacturers,
1698,Daishi Bank,Japan,124.3,Japan,667,1535,56019,Fujio Namiki,Regional Banks,
975,Daito Trust Construction,Japan,792.4,Japan,14048,12798,7926,Naomi Kumakiri,Construction Services,
343,Daiwa House Industry,Japan,2132.6,Japan,34250,25308,37943,Takeo Higuchi,Construction Services,
763,Daiwa Securities,Japan,997.7,Japan,6429,9786,198794,Seiji Nakata,Investment Services,
1860,Dali Foods Group,China,508,China,2930,10293,2507,Shi Xu,Food Processing,
267,Danaher,United States,2552.6,District of Columbia,18819,71122,47145,Thomas Joyce Jr.,Conglomerates,District of Columbia
1652,Dangote Cement,Nigeria,571.9,Nigeria,2436,11565,4776,Joseph Makoju,Construction Materials,
239,Danone,France,2766.8,France,27834,48893,53157,Emmanuel Faber,Food Processing,
224,Danske Bank,Denmark,3006.6,Denmark,18349,29058,583832,Thomas Borgen,Major Banks,
636,Daqin Railway,China,2155.4,China,9193,20700,20905,Bo Guan,Railroads,
1334,Darden Restaurants,United States,545.3,Florida,7881,11182,5455,Gene Lee Jr.,Restaurants,Florida
999,Dassault Aviation,France,799.7,France,5451,16799,18318,Éric Trappier,Aerospace & Defense,
1260,Dassault Systemes,France,585.8,France,3641,34569,8441,Bernard Charlès,Software & Programming,
1141,Datang International Power,China,245,China,9946,8623,39973,Jin Chen,Electric Utilities,
949,Db Insurance,South Korea,585,South Korea,13552,4072,44586,Jeong-Nam Kim,Property & Casualty Insurance,
271,Deere & Company,United States,1418.8,Illinois,30537,47700,66578,Sam Allen,Heavy Equipment,Illinois
1740,Delek Group,Israel,358.6,Israel,1498,1811,41574,Joseph Bartfeld,Investment Services,
462,Dell Technologies,United States,-3728,Texas,78737,57178,122281,Michael Dell,Computer Hardware,Texas
224,Delta Air Lines,United States,3521,Georgia,42057,37108,54078,Edward Bastian,Airline,Georgia
1394,Delta Electronics,Taiwan,575,Taiwan,7521,9951,8297,Hsun Chang,Electronics,
222,Denso,Japan,2892.3,Japan,46090,40571,54202,Koji Arima,Auto & Truck Parts,
785,Dentsu,Japan,940.6,Japan,8283,13402,31628,Toshihiro Yamamoto,Advertising,
495,Deutsche Bank,Germany,-1415.2,Germany,44563,28724,1817435,Christian Sewing,Major Banks,
689,Deutsche Boerse,Germany,985.4,Germany,3375,25965,179688,Theodor Weimer,Investment Services,
372,Deutsche Lufthansa,Germany,2775.5,Germany,41518,14134,47114,Carsten Spohr,Airline,
1641,Deutsche Pfandbriefbank,Germany,205,Germany,2003,2175,69639,Andreas Arndt,Regional Banks,
205,Deutsche Post,Germany,3060.1,Germany,68177,50750,46697,Frank Appel,Air Courier,
79,Deutsche Telekom,Germany,3902.7,Germany,84535,80831,179078,Timotheus Höttges,Telecommunications services,
868,Deutsche Wohnen,Germany,1937.7,Germany,1331,16809,24664,Michael Zahn,Construction Services,
664,Devon Energy,United States,635,Oklahoma,14329,21433,29316,David Hager,Oil & Gas Operations,Oklahoma
1062,Dexia,Belgium,-521.1,Belgium,11063,16,217270,Wouter Devriendt,Major Banks,
1665,Dexus,Australia,1184.5,Australia,718,7414,10799,Darren Steinberg,Real Estate,
272,Diageo,United Kingdom,4128.8,United Kingdom,15659,89382,40720,Ivan Menezes,Beverages,
1698,Diamondback Energy,United States,508.8,Texas,1450,12210,8225,Travis Stice,Oil & Gas Operations,Texas
1354,Digital Realty Trust,United States,271.3,California,2643,22406,21582,Arthur Stein,Real Estate,California
356,Discover Financial Services,United States,2170,Illinois,11865,26302,101967,David Nelms,Consumer Financial Services,Illinois
1019,Discovery Communications,United States,-181,Maryland,7589,16817,34658,David Zaslav,Broadcasting & Cable,Maryland
1856,Dixons Carphone,United Kingdom,303.2,United Kingdom,13477,3498,10395,Alexander Baldock,Specialty Stores,
615,Dollar General,United States,1539,Tennessee,23471,25141,12602,Todd Vasos,Discount Stores,Tennessee
556,Dollar Tree,United States,1714.3,Virginia,22246,22283,16476,Gary Philbin,Discount Stores,Virginia
1917,Dollarama,Canada,402.1,Canada,2529,12569,1613,Neil Rossy,Discount Stores,
302,Dominion Resources,United States,3007,Virginia,12662,42220,77354,Thomas Farrell,Electric Utilities,Virginia
1967,Don Quijote Holdings,Japan,300.2,Japan,8228,7998,7498,Takao Yasuda(Rep),Discount Stores,
598,Dongfeng Motor Group,China,2081.4,China,18531,9714,32631,Liang Ma,Auto & Truck Manufacturers,
1263,Doosan,South Korea,34,South Korea,15534,2151,26873,Jae-Gyung Lee,Construction Services,
1165,Dover,United States,770.9,Illinois,7939,11930,10543,Richard Tobin,Conglomerates,Illinois
122,DowDuPont,United States,1661,Delaware,80578,155330,192441,Edward Breen,Diversified Chemicals,Delaware
989,Dr Pepper Snapple Group,United States,1058,Texas,6774,21511,10179,Larry Young,Beverages,Texas
1121,Dubai Islamic Bank,United Arab Emirates,1086,United Arab Emirates,2804,6593,57470,Adnan Chilwan,Regional Banks,
1928,Dufry,Switzerland,72.2,Switzerland,8748,7902,10186,Julián González,Specialty Stores,
176,Duke Energy,United States,2963,North Carolina,23971,56242,138541,Lynn Good,Electric Utilities,North Carolina
1871,E-L Financial,Canada,514.7,Canada,1185,2552,18069,Duncan N R Jackman,Diversified Insurance,
876,E-Trade Financial,United States,716,New York,2623,16993,64187,Karl Roessner,Investment Services,New York
1224,E-mart,South Korea,541.9,South Korea,14044,6801,15008,Gab-Soo Lee,Discount Stores,
230,E.ON,Germany,4881.3,Germany,43022,24173,67926,Oh-Joon Kwon,Electric Utilities,
1253,E.Sun Financial,Taiwan,526.8,Taiwan,1938,7153,72774,Nan Huang,Regional Banks,
115,EDF,France,2941.7,France,78540,42957,337127,Jean-Bernard Lévy,Electric Utilities,
1813,EFG International,Switzerland,-60.8,Switzerland,1569,2331,42702,Piergiorgio Pradelli,Regional Banks,
1608,EMS-Chemie Holding,Switzerland,489.2,Switzerland,2180,14724,2155,Magdalena MBA,Specialized Chemicals,
180,ENGIE,France,1605.1,France,73348,41764,180519,Isabelle Kocher,Electric Utilities,
1591,ENN Energy Holdings,China,413.3,China,7160,10405,9093,Ji Han,Natural Gas Utilities,
368,EOG Resources,United States,3192.7,Texas,12465,67964,30741,William Thomas,Oil & Gas Operations,Texas
1426,EQT,United States,-241.5,Pennsylvania,3599,13487,27632,David Porges,Oil & Gas Operations,Pennsylvania
248,EXOR,Netherlands,1570.1,Netherlands,161780,18291,196661,John Elkann,Investment Services,
235,East Japan Railway,Japan,2607.2,Japan,26618,37892,76612,Tetsuro Tomita,Railroads,
1208,East West Bancorp,United States,522.9,California,1552,10086,37693,Dominic Ng,Regional Banks,California
792,Eastman Chemical,United States,1486,Tennessee,9827,15237,16366,Mark Costa,Specialized Chemicals,Tennessee
1852,EasyJet,United Kingdom,386.3,United Kingdom,6393,9248,8011,David Schneider,Airline,
345,Eaton,Ireland,3036,Ireland,20807,33440,32668,Craig Arnold,Other Industrial Equipment,
523,Ecolab,United States,1502.2,Minnesota,14148,42456,20184,Douglas Baker Jr.,Specialized Chemicals,Minnesota
300,Ecopetrol,Colombia,2844,Colombia,19351,45702,42451,Felipe Pardo,Oil & Gas Operations,
727,Edison International,United States,421,California,12421,20295,51943,Pedro Pizarro,Electric Utilities,California
518,Edp-energias De Portugal,Portugal,1255.6,Portugal,17760,13501,50524,António Luís Mexia,Electric Utilities,
1323,Edwards Lifesciences,United States,560,California,3447,29111,5825,Michael Mussallem,Medical Equipment & Supplies,California
732,Eiffage,France,614.7,France,17216,11525,36168,Benoit de Ruffray,Construction Services,
1687,Eisai,Japan,259.1,Japan,5082,19463,9305,Haruo Naito,Pharmaceuticals,
1577,El Puerto de Liverpool,Mexico,545.3,Mexico,6848,8248,8774,Graciano Gonzlez,Department Stores,
1213,Electric Power Development,Japan,617.6,Japan,7726,5054,24892,Yong Yu,Electric Utilities,
1991,Electricity Generating,Thailand,878.1,Thailand,972,3769,6637,Sommai Phasee,Electric Utilities,
1254,Electrolux Group,Sweden,624.8,Sweden,14514,7605,10652,Jonas Samuelson,Household Appliances,
1004,Electronic Arts,United States,1043,California,5137,40737,8584,Andrew Wilson,Recreational Products,California
1120,Eletrobrás,Brazil,-552.6,Brazil,11898,7135,52147,Wilson Ferreira Jr.,Electric Utilities,
330,Eli Lilly,United States,1124.1,Indiana,23343,89494,44356,David Ricks,Pharmaceuticals,Indiana
893,Emaar Properties,United Arab Emirates,1584.8,United Arab Emirates,5830,9726,30755,Amit Jain,Real Estate,
481,Emerson Electric,United States,1777,Missouri,16538,45366,19785,David Farr,Electrical Equipment,Missouri
567,Emirates NBD,United Arab Emirates,2251.1,United Arab Emirates,6060,15509,129493,Shayne Nelson,Regional Banks,
1692,Empire,Canada,91.4,Canada,18681,5232,7040,Michael Medline,Food Retail,
1790,Empresas CMPC,Chile,258.2,Chile,5408,9974,15164,Hernán Wilson,Forest Products,
514,EnBW-Energie Baden,Germany,2316.9,Germany,24785,9382,49909,Frank Mastiaux,Electric Utilities,
178,Enbridge,Canada,2202.6,Canada,33584,57192,129369,Albert Monaco,Oil Services & Equipment,
1408,Encana,Canada,555.9,Canada,4282,12731,15110,Douglas Suttles,Oil & Gas Operations,
75,Enel,Italy,4633.6,Italy,86675,61566,193638,Francesco Starace,Electric Utilities,
95,Eni,Italy,3865.4,Italy,75483,70712,143132,Claudio Descalzi,Oil & Gas Operations,
796,Entergy,United States,475.5,Louisiana,11082,14258,47282,Leo Denault,Electric Utilities,Louisiana
1953,Envision Healthcare,United States,116.1,Tennessee,8018,5126,14384,Christopher Holden,Healthcare Services,Tennessee
1593,Equifax,United States,524.9,Georgia,3396,13799,7196,Mark Begor,Business & Personal Services,Georgia
1264,Equinix,United States,253.8,California,4642,31933,19942,Peter van,Computer Services,California
91,Equinor,Norway,4861,Norway,65145,90211,115449,Eldar Sætre,Oil & Gas Operations,
1231,Equity Residential,United States,409,Illinois,2481,23032,20384,David Neithercut,Real Estate,Illinois
1436,Erdemir,Turkey,1065.1,Turkey,5407,8448,7990,Sedat Orhan,Iron & Steel,
757,Ericsson,Sweden,-3014.3,Sweden,23776,26119,31127,Erik Ekholm,Communications Equipment,
430,Erste Group Bank,Austria,1549.2,Austria,10190,18969,282895,Andreas Treichl,Major Banks,
1761,Essex Property Trust,United States,345,California,1392,16012,12643,Michael Schall,Real Estate,California
820,Essilor International,France,889.9,France,8448,29848,14770,Hubert Sagnières,Medical Equipment & Supplies,
722,Essity Ab,Sweden,972.9,Sweden,13428,18717,18569,Carl Groth,Household/Personal Care,
392,Etisalat,United Arab Emirates,2304.7,United Arab Emirates,14243,38238,34625,Saleh Al-Abdooli,Telecommunications services,
1632,Eurobank Ergasias,Greece,117.3,Greece,2221,2635,72083,Fokion Karavias,Regional Banks,
1381,Everbright Securities,China,478,China,1395,8711,32445,Ji Liu,Investment Services,
1343,Everest Re Group,Bermuda,378,Bermuda,6764,9355,23513,Dominic Addesso,Diversified Insurance,
698,Eversource Energy,United States,998.1,Massachusetts,7935,18392,37040,James Judge,Electric Utilities,Massachusetts
611,Evonik,Germany,996.8,Germany,16846,17416,25035,Christian Kullmann,Specialized Chemicals,
1178,Evraz Group,United Kingdom,685.7,United Kingdom,10814,10023,10380,Alexander Frolov,Iron & Steel,
179,Exelon,United States,3360,Illinois,34475,39233,117018,Chris Crane,Electric Utilities,Illinois
1058,Expedia Group,United States,327.1,Washington,10379,17103,20429,Mark Okerstrom,Business & Personal Services,Washington
1331,Expeditors International,United States,531.8,Washington,7230,12638,3212,Jeffrey Musser,Air Courier,Washington
1245,Experian,Ireland,821.2,Ireland,4287,21591,7581,Brian Cassin,Business & Personal Services,
172,Express Scripts,United States,4594.3,Missouri,100234,40893,53406,Timothy Wentworth,Healthcare Services,Missouri
1767,Extra Space Storage,United States,484.1,Utah,1122,12008,7471,Joseph Margolis,Real Estate,Utah
13,ExxonMobil,United States,20350,Texas,230055,344126,348826,Darren Woods,Oil & Gas Operations,Texas
1977,F.N.B.,United States,263,Pennsylvania,1324,4334,31652,Stephen Gurgovits,Regional Banks,Pennsylvania
1848,FIBI Holdings,Israel,90.4,Israel,1302,883,39117,Jacob Sitt,Regional Banks,
1422,FMC,United States,926.7,Pennsylvania,3493,11958,10149,Pierre Brondeau,Specialized Chemicals,Pennsylvania
1996,Fabege AB,Sweden,873.7,Sweden,281,3932,7482,Christian Hermelin,Construction Services,
77,Facebook,United States,17847,California,44587,541470,88945,Mark Zuckerberg,Computer Services,California
419,Fairfax Financial,Canada,2327.7,Canada,14949,16432,65013,Vivian Watsa,Property & Casualty Insurance,
648,Falabella,Chile,785.3,Chile,13838,23573,23367,Sandro Donaggio,Department Stores,
1193,FamilyMart,Japan,295.3,Japan,11447,12737,16236,,Food Retail,
1743,Fangda Carbon New Material,China,821,China,1655,8199,2511,Xi Dang,Construction Materials,
394,Fannie Mae,United States,3951,District of Columbia,114090,1494,3364402,Tim Mayopoulos,Investment Services,District of Columbia
738,Fanuc,Japan,1641.7,Japan,6556,41825,16258,Yoshiharu Inaba,Other Industrial Equipment,
1551,Far East Horizon,Hong Kong,477.9,Hong Kong,2815,4128,34928,Fan Kong,Business & Personal Services,
1877,Far Eastern New Century,Taiwan,265.1,Taiwan,7161,5099,17365,Cheng Hu,Diversified Chemicals,
578,Fast Retailing,Japan,1132.8,Japan,18232,45728,15196,Tadashi Yanai,Apparel/Footwear Retail,
1461,Fastenal,United States,618.7,Minnesota,4529,14894,3030,Daniel Florness,Home Improvement Retail,Minnesota
1808,Fastighets Balder,Sweden,833.3,Sweden,694,4902,12978,Kjell Torne,Consumer Financial Services,
155,FedEx,United States,4459,Tennessee,63864,67044,51851,Frederick Smith,Air Courier,Tennessee
371,Femsa,Mexico,2103.1,Mexico,25240,31199,31286,Miguel Silva,Beverages,
731,Ferguson,Switzerland,1203,Switzerland,18585,18876,12676,John Martin,Construction Materials,
1283,Ferrari,Italy,655,Italy,4005,25008,5375,Sergio Marchionne,Auto & Truck Manufacturers,
797,Ferrovial,Spain,511.4,Spain,13770,15670,27606,Íñigo Amusco,Other Transportation,
128,Fiat Chrysler Automobiles,United Kingdom,4522.5,United Kingdom,128830,34976,117608,Sergio Marchionne,Auto & Truck Manufacturers,
1935,Fibria Celulose,Brazil,426.3,Brazil,4151,10880,11473,Carlos Augusto Lira Aguiar,Paper & Paper Products,
1177,Fidelity National Financial,United States,796,Florida,8840,10509,9018,Randy Quirk,Property & Casualty Insurance,Florida
595,Fidelity National Information,United States,1363,Florida,8934,34720,24405,Gary Norcross,Business & Personal Services,Florida
424,Fifth Third Bancorp,United States,2567,Ohio,7790,23293,141500,Gregory Carmichael,Regional Banks,Ohio
1868,Financial Street Holdings,China,455.1,China,3411,4190,21085,Hong Lü,Real Estate,
879,Financiere de l'Odet,France,417,France,20669,7608,60278,Cyrille Bolloré,Conglomerates,
993,Finatis,France,-66.5,France,43586,337,48194,Didier Lévêque,Food Retail,
1980,FinecoBank,Italy,241.5,Italy,967,7062,26861,Alessandro Foti,Regional Banks,
384,First Abu Dhabi Bank,United Arab Emirates,2863.8,United Arab Emirates,7277,33824,184540,Abdulhamid Saeed,Regional Banks,
1818,First Citizens BancShares,United States,356.4,North Carolina,1629,5331,34436,Frank Holding Jr.,Regional Banks,North Carolina
526,First Data,United States,1530,New York,11533,18035,45415,Frank Bisignano,Business & Personal Services,New York
1155,First Financial Holding,Taiwan,508.9,Taiwan,2470,8457,88514,Wu Ying,Regional Banks,
1836,First Horizon National,United States,202.1,Tennessee,1657,6230,40463,D. Jordan,Regional Banks,Tennessee
1754,First Pacific,Hong Kong,120.6,Hong Kong,7297,2223,20454,Manuel Pangilinan,Investment Services,
1632,First Quantum Minerals,Canada,-155,Canada,3994,11231,22143,Philip Pascall,Diversified Metals & Mining,
841,First Republic Bank,United States,780,California,3095,15760,90224,James Herbert,Regional Banks,California
876,FirstEnergy,United States,-1799,Ohio,13416,16244,38795,Charles Jones,Electric Utilities,Ohio
470,FirstRand,South Africa,1937.7,South Africa,6707,30278,104337,Johannes Burger,Major Banks,
955,Fiserv,United States,1422,Wisconsin,5742,29803,10167,Jeffery Yabuki,Software & Programming,Wisconsin
1261,FleetCor Technologies,United States,791.4,Georgia,2315,18159,11692,Ronald Clarke,Business & Personal Services,Georgia
1176,Flextronics International,Singapore,428.5,Singapore,25441,7809,13716,Mike McNamara,Electronics,
1677,Fluor,United States,113.1,Texas,19509,6544,9425,David Seaton,Construction Services,Texas
1201,Focus Media Information Technology,China,921.2,China,1831,22245,2497,Nan Jiang,Computer Hardware,
1167,Foncière des Régions,France,1031.1,France,1116,8578,26180,Christophe Kullmann,Real Estate,
67,Ford Motor,United States,7751,Michigan,159589,44593,267230,James Hackett,Auto & Truck Manufacturers,Michigan
1969,Ford Otosan,Turkey,448.9,Turkey,7408,4630,3335,Haydar Yenigün,Auto & Truck Manufacturers,
580,Formosa Chemicals,Taiwan,1856.6,Taiwan,12276,22446,21142,Tung Huang,Specialized Chemicals,
478,Formosa Petrochemical,Taiwan,2529.6,Taiwan,21399,40173,16029,Ming Tsao,Oil & Gas Operations,
801,Formosa Plastics,Taiwan,1623.2,Taiwan,6795,23209,15998,Chien Lin,Specialized Chemicals,
879,Fortescue Metals Group,Australia,1555.1,Australia,7584,11579,18153,Elizabeth Gaines,Iron & Steel,
830,Fortis (Canada),Canada,823.5,Canada,6408,13907,38071,Barry Perry,Electric Utilities,
950,Fortive,United States,1106,Washington,6862,26358,10655,James Lico,Electrical Equipment,Washington
814,Fortum,Finland,1069.3,Finland,5695,21294,26162,Pekka Lundmark,Electric Utilities,
1951,Fortune Brands Home & Security,United States,470.2,Illinois,5351,8189,5552,Chris Klein,Construction Materials,Illinois
1313,Foshan Haitian Flavouring and Food,China,566.9,China,2277,28904,2604,Kang Pang,Food Processing,
416,Fosun International,China,1952.1,China,13073,18590,81970,Qun Wang,Iron & Steel,
